FINESS_Etab;Nom_court;Code_postal;Commune;Public_ou_prive;Lat;Long
760000356;HOPITAL GUSTAVE FLAUBERT CH LE HAVRE;76083;LE HAVRE;Public;49.507345;0.129995
760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;76405;FECAMP;Public;49.750369;0.396705
760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;76170;LILLEBONNE;Public;49.519120;0.543999
760000380;HL SAINT-ROMAIN-DE-COLBOSC;76430;ST ROMAIN DE COLBOSC;Public;49.527159;0.361105
760000398;HOPITAL LOCAL BOLBEC CHIC CAUX VALLEE;76210;BOLBEC;Public;49.568108;0.468433
760000463;CH LES FEUGRAIS CHI ELBEUF;76503;ELBEUF;Public;49.283747;0.991479
760000620;CENTRE SSR PA CH DARNETAL;76161;DARNETAL;Public;49.446386;1.151558
760000802;CENTRE SSR PA CH SOTTEVILLE/ROUEN;76301;SOTTEVILLE LES ROUEN;Public;49.411721;1.093954
760019109;CMP ADULTES LILLEBONNE GHH;76170;LILLEBONNE;Public;49.522190;0.530300
760019208;HOP JOUR CMP GRAVILLE CH LE HAVRE;76600;LE HAVRE;Public;49.501557;0.150925
760020388;CENTRE DE JOUR DU POLLET CH DIEPPE;76200;DIEPPE;Public;49.926407;1.083062
760025403;LES JARDINS DE CHARCOT CH LE HAVRE;76600;LE HAVRE;Public;49.498356;0.102151
760025411;HOP JOUR ENFANTS DUFY CH LE HAVRE;76600;LE HAVRE;Public;49.500587;0.122983
760026104;MAISON THERAPEUTIQUE LILLEBONNE GHH;76170;LILLEBONNE;Public;49.515593;0.541178
760026112;PSYCHIATRIE ADULTES BOLBEC GHH;76210;BOLBEC;Public;49.568508;0.470693
760026161;PEDO PSYCHIATRIE FECAMP GHH;76400;FECAMP;Public;49.759024;0.373693
760026252;ANTENNE DE SMUR EU CH DIEPPE;76260;EU;Public;50.050833;1.421659
760026419;HOP JOUR-CMP ADULTES LE REPERE CH;76600;LE HAVRE;Public;49.500490;0.122321
760034165;HOSP.SANTE MENTALE ADULTES FLAUBERT;76083;LE HAVRE;Public;49.507345;0.129995
760034579;CONSULTATIONS USN1 CTRE PENITENTIAIRE;76430;ST AUBIN ROUTOT;Public;49.520854;0.312546
760035550;CEGIDD CHU ROUEN;76000;ROUEN;Public;49.441007;1.107289
760035626;CEGIDD CHU ROUEN - ANT PETIT QUEVILLY;76140;LE PETIT QUEVILLY;Public;49.421533;1.055684
760035667;CEGIDD LE HAVRE - GHH;76050;LE HAVRE;Public;49.507345;0.129995
760035675;CEGIDD ANTENNE FECAMP - GHH;76400;FECAMP;Public;49.757962;0.385092
760040030;HOPITAL DE JOUR EN PÉDOPSYCHIATRIE;76290;MONTIVILLIERS;Public;49.531113;0.181141
760040303;PLPH CHU DE ROUEN;76120;LE GRAND QUEVILLY;Public;49.407133;1.031761
760780882;PEDO PSYCHIATRIE BOLBEC GHH;76210;BOLBEC;Public;49.568313;0.485944
760781070;CENTRE PIERRE JANET CH LE HAVRE;76600;LE HAVRE;Public;49.500490;0.122321
760783035;HOPITAL CROIX ROUGE BOIS-GUILLAUME;76230;BOIS GUILLAUME;ESPIC;49.483641;1.107943
760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;76230;BOIS GUILLAUME;Public;49.465804;1.116370
760783530;HOPITAL DE OISSEL CHU ROUEN;76350;OISSEL;Public;49.348657;1.088671
760800938;CENTRE DE JOUR WINNICOTT CH DIEPPE;76200;DIEPPE;Public;49.907747;1.076148
760805770;HOPITAL JACQUES MONOD CH LE HAVRE;76290;MONTIVILLIERS;Public;49.531113;0.181141
760806133;CMP CATTP AFT ENFANTS DIEPPE CH DIEPPE;76200;DIEPPE;Public;49.925652;1.067291
770000131;CH DE COULOMMIERS;77527;COULOMMIERS;Public;48.803536;3.101176
770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;77305;FONTAINEBLEAU;Public;48.133459;2.474603
770000156;GHSIF SITE MELUN-SENART;77000;MELUN;Public;48.556440;2.640125
770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;77875;MONTEREAU;Public;47.849687;2.577774
770000172;CH DE PROVINS LEON BINET;77488;PROVINS;Public;48.558668;3.298100
770000180;GHSIF  SITE DE BRIE COMTE ROBERT;77255;BRIE COMTE ROBERT;Public;48.689780;2.616586
770000214;CH SUD SEINE ET MARNE SITE DE NEMOURS;77796;NEMOURS;Public;48.266711;2.703049
770000230;CH DE MARNE LA VALLEE SITE LAGNY;77405;LAGNY SUR MARNE;Public;48.873876;2.705794
770000446;CH DE MEAUX  SITE SAINT FARON;77100;MEAUX;Public;48.967794;2.884601
770001253;HDJ PSYCHIATRIE;77100;MEAUX;Public;48.964534;2.882994
770001261;HDJ CH DE LAGNY;77340;PONTAULT COMBAULT;Public;48.803530;2.612059
770001279;UNITE PSYCHIATRIQUE DES MOULINS;77120;COULOMMIERS;Public;48.814149;3.082860
770001295;HDJ PSYCHIATRIE SITE MITRY MORY;77290;MITRY MORY;Public;48.954702;2.596975
770001444;HDJ INFANTO JUVENILE;77120;COULOMMIERS;Public;48.813235;3.085952
770003531;HDJ PAUL SIVADON;77400;LAGNY SUR MARNE;Public;48.872797;2.706439
770011799;HDJ MARIE ROSE MAMELET;77500;CHELLES;Public;48.880395;2.582636
770011898;HDJ GAUSSON;77400;LAGNY SUR MARNE;Public;48.869462;2.706572
770014934;HAD CONCORDE;77100;MEAUX;Public;48.950674;2.910415
770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;77600;JOSSIGNY;Public;48.849284;2.771682
770020477;HOP FORCILLES FONDATION COGNACQ JAY;77150;FEROLLES ATTILLY;ESPIC;48.722901;2.615076
770020790;HDJ INFANTO JUVENILE LA ROCHETTE;77000;LA ROCHETTE;Public;48.524245;2.669262
770020998;SSRA DE MARNE LA VALLEE;77120;COULOMMIERS;Public;48.814510;3.083552
770021012;HDJ PSY NEMOURS;77140;NEMOURS;Public;48.261726;2.703799
770021640;UNITE D'HEMODIALYSE A DOMICILE;77000;MELUN;Public;48.547342;2.644820
770023638;HDJ INFANTO JUVENILE ASTROLABE;77600;BUSSY ST MARTIN;Public;48.840534;2.665943
770814622;ANNEXE SSR D'ORGEMONT;77100;MEAUX;Public;48.958437;2.869531
780000287;CH FRANCOIS QUESNAY MANTES;78201;MANTES LA JOLIE;Public;48.998123;1.676372
780000295;CHI DE MEULAN LES MUREAUX;78250;MEULAN EN YVELINES;Public;49.002884;1.911169
780000303;CENTRE HOSPITALIER DE PLAISIR;78375;PLAISIR;Public;48.825555;1.940085
780000311;CHI POISSY ST GERMAIN SITE DE POISSY;78303;POISSY;Public;48.930299;2.033457
780000329;CH DE RAMBOUILLET;78514;RAMBOUILLET;Public;48.702536;1.857769
780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;78100;ST GERMAIN EN LAYE;Public;48.898045;2.085424
780000345;CH DE VERSAILLES SITE RICHAUD;78000;VERSAILLES;Public;48.808598;2.135419
780000352;HOPITAL DU VESINET CENTRE;78110;LE VESINET;Public;48.881880;2.129574
780000378;CH LOCAL DE HOUDAN;78550;HOUDAN;Public;48.792907;1.600695
780000386;CH DE LA MAULDRE SITE SAINT LOUIS;78760;JOUARS PONTCHARTRAIN;Public;48.805309;1.903124
780000402;CHS JEAN MARTIN CHARCOT;78375;PLAISIR;Public;48.812226;1.946353
780000428;CHI MEULAN (SITE DE BECHEVILLE);78130;LES MUREAUX;Public;48.987197;1.929885
780001657;HOPITAL PEDIATRIE REEDUCATION BULLION;78830;BULLION;Public;48.633421;2.011183
780011698;CAMPS CONFLANS;78700;CONFLANS STE HONORINE;Public;48.994896;2.095496
780011789;MAISON THERAPEUTIQUE VERSAILLES;78000;VERSAILLES;Public;48.792640;2.150873
780020244;HDJ RAMBOUILLET;78120;RAMBOUILLET;Public;48.650360;1.826230
780020558;HDJ  JEAN MARTIN CHARCOT;78120;RAMBOUILLET;Public;48.648121;1.829926
780022430;HDJ TRAPPES;78190;TRAPPES;Public;48.776230;2.004244
780022448;HDJ ST CYR L ECOLE;78210;ST CYR L ECOLE;Public;48.804967;2.062788
780022703;HDJ BLEULER;78000;VERSAILLES;Public;48.810850;2.133742
780031001;CENTRE RADIOTHERAPIE ANNE D'AUTRICHE;78100;ST GERMAIN EN LAYE;Public;48.899456;2.083266
780150066;HOPITAL LA PORTE VERTE;78004;VERSAILLES;ESPIC;48.819183;2.140754
780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;78157;LE CHESNAY;Public;48.826372;2.118964
780801502;HDJ CH FRANCOIS QUESNAY;78200;MANTES LA JOLIE;Public;48.994456;1.706057
780801528;HDJ LA SOURCE;78250;MEULAN EN YVELINES;Public;49.006919;1.923584
780809448;UNITE DE SOINS LA POMMERAIE;78370;PLAISIR;Public;48.826459;1.947998
780810164;HDJ DE MANTES LA JOLIE;78200;MANTES LA JOLIE;Public;48.984982;1.719493
780822078;HDJ PEDOPSY CONFLANS;78700;CONFLANS STE HONORINE;Public;48.990089;2.084555
780823472;HDJ  ELANCOURT;78310;MAUREPAS;Public;48.761772;1.942890
780823498;JARDIN D ENFANT THERAPEUTIQUE PASCAL;78390;BOIS D ARCY;Public;48.799368;2.018570
780824983;HDJ VERSAILLES;78220;VIROFLAY;Public;48.804137;2.174126
780825238;HDJ LA RENCONTRE;78250;MEULAN EN YVELINES;Public;49.029552;1.845356
780825246;HDJ DE BOUCHELAY;78200;BUCHELAY;Public;48.978684;1.682532
780826053;HDJ SAINT GERMAIN SITE GALLIENI;78100;ST GERMAIN EN LAYE;Public;48.898639;2.076251
790000087;CENTRE HOSPITALIER DE NIORT;79021;NIORT;Public;46.317367;-0.462576
790000103;SITE HOSPITALIER DE PARTHENAY;79205;PARTHENAY;Public;46.644061;-0.240067
790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;79403;ST MAIXENT L ECOLE;Public;46.412912;-0.206888
790000137;CH HAUT VAL SEVRE & MELLOIS - MELLE;79500;MELLE;Public;46.227158;-0.151769
790000145;CTRE HOSPITALIER DE MAULEON;79700;MAULEON;Public;46.922438;-0.745563
790003537;SITE HOSPITALIER DE THOUARS;79103;THOUARS;Public;46.981613;-0.233224
790011456;MAISON THERAPEUTIQUE;79000;NIORT;Public;46.336597;-0.435353
790012074;HDJ - CMP - CATTP DE SAINT MAIXENT;79400;ST MAIXENT L ECOLE;Public;46.412912;-0.206888
790012157;HOPITAL DE JOUR - CMP - CH NIORT;79200;PARTHENAY;Public;46.647965;-0.238553
790012355;CEAA - CTRE EXPERTISE AUTISME ADULTES;79000;NIORT;Public;46.313759;-0.456474
790014732;ANTENNE CEGIDD - SITE BRESSUIRE;79300;BRESSUIRE;Public;46.845195;-0.493601
790016182;CEGIDD DU CH DE NIORT;79021;NIORT;Public;46.327232;-0.466291
790016844;LIEU DE VIE PSY. - 79G01;79000;NIORT;Public;46.321476;-0.455086
790019848;SITE HOSPITALIER FAYE L'ABBESSE;79350;FAYE L ABBESSE;Public;46.831993;-0.386790
790020127;ANTENNE CEGIDD - SITE THOUARS;79103;THOUARS;Public;46.981613;-0.233224
790020960;CH NIORT- HAD SUD DEUX SEVRES;79000;NIORT;Public;46.315598;-0.471551
800000143;CH ABBEVILLE;80142;ABBEVILLE;Public;50.106083;1.833703
800000184;CH ALBERT;80303;ALBERT;Public;47.197792;0.063361
800000192;ANNEXE CHU AMIENS NORD;80054;AMIENS;Public;49.903041;2.292605
800000200;CH CORBIE;80800;CORBIE;Public;49.913994;2.514730
800000226;CH DOULLENS;80600;DOULLENS;Public;50.151462;2.352288
800000275;CH HAM;80400;HAM;Public;49.742599;3.085585
800000390;CH CHIMR MONTDIDIER;80500;MONTDIDIER;Public;49.647871;2.574326
800000432;CH PÉRONNE;80201;PERONNE;Public;50.100276;2.656941
800000440;CH CHIMR ROYE;80700;ROYE;Public;49.697057;2.796148
800000507;CH CHIBS SAINT-VALERY-SUR-SOMME;80230;ST VALERY SUR SOMME;Public;50.187722;1.632966
800000614;CHU AMIENS SAINT VICTOR;80054;AMIENS;Public;49.903041;2.292605
800004111;CENTRE HENRY EY CH PERONNE;80200;PERONNE;Public;49.936753;2.920416
800004152;SSR CH PERONNE;80200;PERONNE;Public;49.936753;2.920416
800006124;CHU AMIENS SUD;80054;AMIENS;Public;49.872661;2.254654
800006231;SSR CH ABBEVILLE;80142;ABBEVILLE;Public;50.105799;1.828902
800006553;HJ CH ABBEVILLE;80142;ABBEVILLE;Public;50.105799;1.828902
800008328;HJ CH ABBEVILLE;80142;ABBEVILLE;Public;50.105799;1.828902
800015448;HAD CH PÉRONNE;80201;PERONNE;Public;49.927386;2.925254
800015489;HAD CH ALBERT;80303;ALBERT;Public;50.002051;2.653772
800015539;HAD CH ABBEVILLE;80142;ABBEVILLE;Public;50.105799;1.828902
800015588;HAD CH HAM;80400;HAM;Public;49.742599;3.085585
800016131;SERVICE PÉDO PSYCHIATRIE CH PÉRONNE;80200;PERONNE;Public;49.935872;2.930697
800016735;SSR CHU AMIENS;80000;AMIENS;Public;49.885036;2.302271
800016776;HAD CHIMR MONTDIDIER;80500;MONTDIDIER;Public;49.647871;2.574326
800017253;CHU AMIENS IOP;80000;AMIENS;Public;49.875229;2.270287
800022410;HOPITAL DE JOUR DE PSYCHIATRIE CHIMR;80500;MONTDIDIER;Public;49.650085;2.571867
810000158;SSR LE REFUGE PROTESTANT MAZAMET;81200;MAZAMET;ESPIC;43.489944;2.377577
810000448;POLYCLI FILIERIS STE BARBE CARMAUX;81400;CARMAUX;ESPIC;44.055599;2.153555
810000505;CH ALBI;81013;ALBI;Public;43.927755;2.147899
810000513;CH GAILLAC;81601;GAILLAC;Public;43.921721;1.912041
810000521;CHIC CASTRES MAZAMET SITE AUTAN;81108;CASTRES;Public;43.609392;2.245482
810000539;CH GRAULHET;81301;GRAULHET;Public;43.764300;2.038946
810000547;CHIC CASTRES MAZAMET SITE MAZAMET;81200;MAZAMET;Public;43.495060;2.369870
810000562;CH LAVAUR SITE GUIRAUD;81500;LAVAUR;Public;43.700861;1.818315
810002998;UPC ADULTE CASTRES;81100;CASTRES;Public;43.609392;2.245482
810004028;CTRE PLANIF FAM CH ALBI;81013;ALBI;Public;43.929864;2.149681
810004036;CTRE PLANIF FAM CH CASTRES;81100;CASTRES;Public;43.603821;2.238632
810004150;CTRE PSYCHOTHERAP PINEL AGORA;81500;LAVAUR;Public;43.696413;1.797769
810006999;HJ CATTP PIJ LAVAUR;81500;LAVAUR;Public;43.701244;1.817577
810007385;CMP CATTP PIJ LES LICES;81100;CASTRES;Public;43.600985;2.224728
810007484;HJ PSY ADULTE LES IRIS CASTRES;81100;CASTRES;Public;43.600158;2.224521
810007492;CMP CATTP HDJ PSY ADULTE MAZAMET;81200;MAZAMET;Public;43.496995;2.371476
810011569;CEGIDD CLAT CV TARN SITE LICES;81100;CASTRES;Public;43.609392;2.245482
810012419;CONSULTATION MEMOIRE CH LAVAUR;81300;GRAULHET;Public;43.762122;1.986048
810099838;CHIC CASTRES MAZAMET SITE MONGES CASTR;81108;CASTRES;Public;43.609392;2.245482
810100214;CTRE PLANIF FAM CH MAZAMET;81200;MAZAMET;Public;43.495599;2.369751
810100388;CTRE SANTE SEXUELLE LAVAUR;81500;LAVAUR;Public;43.700861;1.818315
810101345;CMP CATTP HJ PSY ADUL LICES CASTRES;81100;CASTRES;Public;43.600985;2.224728
810101352;CMP PSY ADULTE BEL AIR;81500;LAVAUR;Public;43.708135;1.813173
810101881;CMP PSY ADULTE ST SULPICE;81370;ST SULPICE LA POINTE;Public;43.772264;1.683284
820000032;CH MONTAUBAN;82013;MONTAUBAN;Public;45.263330;0.757440
820000198;CHI CASTELSARRASIN MOISSAC SITE CASTE;82101;CASTELSARRASIN;Public;44.048086;1.131930
820000420;CH TURENNE NEGREPELISSE;82800;NEGREPELISSE;Public;44.073644;1.521684
820000461;CH DES DEUX RIVES VALENCE D'AGEN;82400;VALENCE D AGEN;Public;44.109807;0.887318
820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;82201;MOISSAC;Public;44.121159;1.109159
820004067;PSYCHIATRIE III CAPOU CH MONTAUBAN;82000;MONTAUBAN;Public;44.041899;1.305770
820004778;HJ PIJ CAPUCINS CH MONTAUBAN;82000;MONTAUBAN;Public;44.020351;1.350072
820005072;CTRE PLANIF FAM CH MONTAUBAN;82000;MONTAUBAN;Public;44.021695;1.350891
820005080;CTRE PLANIF FAM CHIC CASTEL MOISSAC;82200;MOISSAC;Public;44.104210;1.087352
820007409;INTER PSYCHO LES PYRENEES CH MONTAUBAN;82000;MONTAUBAN;Public;44.021706;1.350529
820007979;CATTP ENFANTS 3-12 ANS CH MONTAUBAN;82100;CASTELSARRASIN;Public;44.046624;1.096530
820008068;HJ PSY GEN CADRAN SOLAIRE CH MONTAUBAN;82000;MONTAUBAN;Public;44.032266;1.334611
820008100;HJ PSY GEN MOISSAC CH MONTAUBAN;82200;MOISSAC;Public;44.104589;1.088698
820008118;HJ PSY GEN ATELIER DU PIN CH MONTAUBAN;82000;MONTAUBAN;Public;44.001758;1.347674
820008498;HJ PIJ ADOS PSYCHOTIQUES CH MONTAUBAN;82000;MONTAUBAN;Public;44.027120;1.357728
820009207;HJ PSY GEN USA CH MONTAUBAN;82000;MONTAUBAN;Public;44.019840;1.363799
820009496;HJ PSY GEN INTERSECTORIEL CH MONTAUBAN;82000;MONTAUBAN;Public;44.015811;1.343724
820009876;CMP BEAUMONT DE LOMAGNE;82500;BEAUMONT DE LOMAGNE;Public;43.883740;0.995160
830000279;CH JEAN MARCEL DE BRIGNOLES;83175;BRIGNOLES;Public;43.405995;6.073845
830000287;CH LA DRACENIE DE DRAGUIGNAN;83007;DRAGUIGNAN;Public;43.532153;6.459174
830000295;CH DE HYERES MARIE JOSEE TREFFOT;83407;HYERES;Public;43.116731;6.202550
830000311;CHI DE FREJUS SAINT RAPHAEL;83608;FREJUS;Public;43.445657;6.770515
830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;83580;GASSIN;Public;43.239318;6.595177
830000345;CHITS CH SAINTE MUSSE;83056;TOULON;Public;43.136379;5.933443
830009379;HJ TRANS EN PROVENCE CHI FREJUS;83720;TRANS EN PROVENCE;Public;43.517899;6.504040
830009528;CHI FREJUS ST RAPAHEL GERONTOLOGIE;83700;ST RAPHAEL;Public;43.422826;6.775742
830017042;HJ PSY GEN 83G10 CHI FREJUS;83310;COGOLIN;Public;43.256379;6.519806
830017604;HJ PSY IJ 83I04 CHI FREJUS;83310;COGOLIN;Public;43.251167;6.538759
830020889;CH DE HYERES ANTENNE SMUR DU LAVANDOU;83980;LE LAVANDOU;Public;43.143532;6.357324
830021093;HJ AMB G12-13 PSY GEN CH DRAGUIGNAN;83300;DRAGUIGNAN;Public;43.546546;6.461559
830029179;POLYCLINIQUE MALARTIC;83190;OLLIOULES;ESPIC;43.130526;5.874320
830100012;APHP HOPITAL SAN SALVADOUR;83407;HYERES;Public;43.116731;6.202550
830100558;HOPITAL RENEE SABRAN HYERES;83406;HYERES;Public;43.035472;6.139165
830100608;CHITS CH GEORGE SAND;83507;LA SEYNE SUR MER;Public;43.093325;5.879651
830200523;POLYCLINIQUE MUTUALISTE MALARTIC;83196;OLLIOULES;ESPIC;43.134973;5.853916
830202743;CHITS HOPITAL GEORGES CLEMENCEAU;83130;LA GARDE;Public;43.131841;6.015599
830206298;CH MOYEN SEJOUR LA SOURCE DE BRIGNOLES;83177;BRIGNOLES;Public;43.405995;6.073845
830206983;CH DEPARTEMENTAL DU VAR AU LUC;83340;LE LUC;Public;43.394406;6.315224
830208294;HJ LA MAGDELEINE CHI FREJUS;83600;FREJUS;Public;43.434593;6.748391
830213856;CH HYERES SITE RIONDET;83400;HYERES;Public;43.122001;6.119917
840000343;CENTRE HOSPITALIER DU PAYS D'APT;84405;APT;Public;43.875943;5.382984
840000350;INSTITUT SAINTE CATHERINE;84918;AVIGNON;ESPIC;43.923085;4.800457
840000392;CENTRE HOSPITALIER DE CARPENTRAS;84208;CARPENTRAS;Public;44.046864;5.026812
840000418;CHI DE CAVAILLON LAURIS;84304;CAVAILLON;Public;43.840347;5.037251
840000426;CENTRE HOSPITALIER DE GORDES;84220;GORDES;Public;43.912303;5.200057
840000434;CENTRE HOSPITALIER ISLE SUR LA SORGUE;84808;L ISLE SUR LA SORGUE;Public;43.920625;5.048739
840000483;CH LOUIS GIORGI D'ORANGE;84106;ORANGE;Public;44.131436;4.812545
840000491;CHI SITE DE PERTUIS;84123;PERTUIS;Public;43.690751;5.501097
840000517;CENTRE HOSPITALIER DE SAULT;84390;SAULT;Public;44.094344;5.416846
840000525;CH VAISON LA ROMAINE;84110;VAISON LA ROMAINE;Public;44.270517;5.127678
840000533;CH JULES NIEL DE VALREAS;84600;VALREAS;Public;44.382278;4.991953
840000558;CTRE PNEUMO ROQUEFRAICHE CHI CAVAILLON;84360;LAURIS;Public;43.758337;5.303992
840001861;CH D'AVIGNON HENRI DUFFAUT;84902;AVIGNON;Public;43.936429;4.849121
840006480;SMUR CH ORANGE SITE VAISON;84110;VAISON LA ROMAINE;Public;44.270517;5.127678
840011407;CHI CAVAILLON LAURIS CTRE PLANIF FAM;84800;L ISLE SUR LA SORGUE;Public;43.937443;5.068998
840018337;CH D'AVIGNON CHIRURGIE SITE APT;84405;APT;Public;43.878798;5.376042
840019228;CH AVIGNON ANTENNE SMUR D'APT;84400;APT;Public;43.867038;5.370702
850000142;CHD SITE LA ROCHE SUR YON;85925;LA ROCHE SUR YON;Public;46.670848;-1.412533
850000175;CH LVO - SITE DE  CHALLANS;85302;CHALLANS;Public;46.830530;-1.845829
850000183;CH FONTENAY LE COMTE-SITE RABELAIS;85201;FONTENAY LE COMTE;Public;46.459821;-0.794159
850000191;HOPITAL DUMONTE;85350;L ILE D YEU;Public;46.721935;-2.351662
850000209;CHD-SITE DE LUCON;85407;LUCON;Public;46.459993;-1.163707
850000225;CHD - SITE DE MONTAIGU;85602;MONTAIGU;Public;46.947808;-1.191324
850000233;HOPITAL DE ST-GILLES- CROIX- DE- VIE;85800;ST GILLES CROIX DE VIE;Public;46.695349;-1.923901
850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;85340;LES SABLES D OLONNE;Public;46.515486;-1.751768
850000647;CH DES COLLINES VENDEENNES;85120;LA CHATAIGNERAIE;Public;46.645780;-0.741041
850006479;"""HOPITAL DE JOUR """"LE SEMAPHORE""""""";85300;CHALLANS;Public;46.852402;-1.865594
850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;85201;FONTENAY LE COMTE;Public;46.459821;-0.794159
850022013;SSR HOPITAL NOIRMOUTIER;85330;NOIRMOUTIER EN L ILE;Public;47.002979;-2.234047
860000025;CHU DE POITIERS - SITE CHATELLERAULT;86106;CHATELLERAULT;Public;46.816200;0.551000
860000033;CHU DE POITIERS - SITE DE LOUDUN;86206;LOUDUN;Public;47.011705;0.099879
860000058;CHU DE POITIERS - SITE DE MONTMORILLON;86500;MONTMORILLON;Public;46.428724;0.865970
860000223;CHU LA MILETRIE;86021;POITIERS;Public;46.556846;0.382854
860010537;CDAG - CTRE DEPIST. ANON. & GRAT.;86021;POITIERS;Public;46.586578;0.356680
860010552;CDAG - CTRE DEPIST. ANON. & GRAT.;86000;POITIERS;Public;46.564100;0.382978
860010560;CDAG - CHU POITIERS;86106;CHATELLERAULT;Public;46.816200;0.551000
860011014;CHU DE POITIERS - SITE DE LUSIGNAN;86600;LUSIGNAN;Public;46.434389;0.123241
860012483;CDAG - SITE MONTMORILLON;86500;MONTMORILLON;Public;46.428724;0.865970
870000064;CHU  DUPUYTREN  LIMOGES;87042;LIMOGES;Public;45.814504;1.235907
870000098;CENTRE HOSPITALIER SAINT JUNIEN;87205;ST JUNIEN;Public;45.890232;0.897401
870000270;CTRE HOSPITALIER J BOUTARD ST YRIEIX;87500;ST YRIEIX LA PERCHE;Public;45.515002;1.204041
870000403;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;87190;MAGNAC LAVAL;Public;46.219334;1.173571
870000551;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;87300;BELLAC;Public;46.124085;1.060921
870000601;HOPITAL DR RENE BARRIERE  ST LEONARD;87400;ST LEONARD DE NOBLAT;Public;45.841222;1.485174
870001567;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;87210;LE DORAT;Public;46.217508;1.077449
870002516;CTRE HOSPITAL MOYEN SEJOUR ST JUNIEN;87200;ST JUNIEN;Public;45.894658;0.912407
870003514;HOPITAL JEAN REBEYROL LIMOGES;87042;LIMOGES;Public;45.813507;1.231344
870010998;CHU LIMOGES - ANTENNE SMUR ST YRIEIX;87500;ST YRIEIX LA PERCHE;Public;45.515002;1.204041
870014859;HOPITAL DE LA MERE ET DE L'ENFANT;87000;LIMOGES;Public;45.813506;1.240994
870015625;CIDAG DU VIH ET DES HEPATITES;87000;LIMOGES;Public;45.814204;1.232307
870017647;CHU LIMOGES - ANTENNE SMUR ST JUNIEN;87205;ST JUNIEN;Public;45.897594;0.884171
870018181;CHU LIMOGES - SITE CH SAINT YRIEIX;87500;ST YRIEIX LA PERCHE;Public;45.515002;1.204041
880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;88021;EPINAL;Public;48.170226;6.484892
880000039;CHI HMV - SITE GERARDMER;88400;GERARDMER;Public;48.071934;6.839197
880000047;CHI HMV - SITE SAINT DIE DES VOSGES;88100;ST DIE DES VOSGES;Public;48.289555;6.962608
880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;88307;NEUFCHATEAU;Public;48.357140;5.709985
880000062;CENTRE HOSPITALIER DE REMIREMONT;88204;REMIREMONT;Public;48.013248;6.593298
880000070;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;88804;VITTEL;Public;48.201324;5.949794
880000104;HOPITAL DE L'AVISON - BRUYERES;88600;BRUYERES;Public;48.206918;6.724057
880000112;CENTRE HOSPITALIER LES TROIS RIVIERES;88330;CHATEL SUR MOSELLE;Public;48.315031;6.391350
880000138;HOPITAL SITE MATTAINCOURT;88500;MATTAINCOURT;Public;48.282001;6.134100
880000179;CHI HMV - SITE FRAIZE;88230;FRAIZE;Public;48.184240;7.007679
880000187;HOPITAL LOCAL DE LAMARCHE;88320;LAMARCHE;Public;48.069351;5.780288
880000203;HOPITAL LE THILLOT;88162;LE THILLOT;Public;47.876656;6.768741
880000336;CHI E. DURKHEIM - SITE DE GOLBEY;88191;GOLBEY;Public;48.196392;6.428957
880006663;CHI E.DURKHEIM-MAISON DE SANTE ST JEAN;88000;EPINAL;Public;48.169196;6.451507
880007752;CHI HMV - ANTENNE SMUR;88400;GERARDMER;Public;48.071934;6.839197
880009410;CHI HMV SITE DES 5 VALLEES;88420;MOYENMOUTIER;Public;48.379112;6.910159
880010541;CHI E. DURKHEIM;88000;EPINAL;Public;48.179858;6.455254
890011133;CENTRE DE GÉRIATRIE DU CH DE JOIGNY;89300;JOIGNY;Public;47.978664;3.420223
890973258;MOYEN SEJOUR CH SENS;89106;SENS;Public;48.194784;3.300205
890975501;HL R BONNION  VILLENEUVE-SUR-YONNE;89500;VILLENEUVE SUR YONNE;Public;48.084351;3.294763
890975527;CH AUXERRE;89011;AUXERRE;Public;47.796129;3.570579
890975535;CH AVALLON;89206;AVALLON;Public;47.488537;3.907066
890975543;CH JOIGNY;89306;JOIGNY;Public;47.976504;3.402588
890975550;CH SENS;89108;SENS;Public;48.191981;3.297302
890975568;CENTRE HOSPITALIER DU TONNERROIS;89700;TONNERRE;Public;47.853834;3.981641
900000167;CH HNFC SITE DE BELFORT;90016;BELFORT;Public;47.640938;6.857469
900003039;HNFC SITE TREVENANS;90400;TREVENANS;Public;47.576451;6.872624
